accel_x_mean,accel_x_std,accel_x_min,accel_x_max,accel_x_range,accel_x_rms,accel_y_mean,accel_y_std,accel_y_min,accel_y_max,accel_y_range,accel_y_rms,accel_z_mean,accel_z_std,accel_z_min,accel_z_max,accel_z_range,accel_z_rms,gyro_x_mean,gyro_x_std,gyro_x_min,gyro_x_max,gyro_x_range,gyro_x_rms,gyro_y_mean,gyro_y_std,gyro_y_min,gyro_y_max,gyro_y_range,gyro_y_rms,gyro_z_mean,gyro_z_std,gyro_z_min,gyro_z_max,gyro_z_range,gyro_z_rms,emg_0_mean,emg_0_std,emg_0_min,emg_0_max,emg_0_range,emg_0_rms,emg_1_mean,emg_1_std,emg_1_min,emg_1_max,emg_1_range,emg_1_rms,emg_2_mean,emg_2_std,emg_2_min,emg_2_max,emg_2_range,emg_2_rms,emg_3_mean,emg_3_std,emg_3_min,emg_3_max,emg_3_range,emg_3_rms,emg_4_mean,emg_4_std,emg_4_min,emg_4_max,emg_4_range,emg_4_rms,emg_5_mean,emg_5_std,emg_5_min,emg_5_max,emg_5_range,emg_5_rms,emg_6_mean,emg_6_std,emg_6_min,emg_6_max,emg_6_range,emg_6_rms,emg_7_mean,emg_7_std,emg_7_min,emg_7_max,emg_7_range,emg_7_rms,accel_mag_mean,accel_mag_std,accel_mag_max,gyro_mag_mean,gyro_mag_std,gyro_mag_max,emg_total_mean,gesture_id,gesture_name
0.04694018744999999,0.07394274061168397,-0.069152655,0.18505812,0.254210775,0.08758373186276043,-0.9488818482000001,0.029712506869870578,-1.02807354,-0.901547985,0.12652555500000007,0.949346930741307,0.2712615126,0.06325070244100588,0.18395949,0.3820791,0.19811961,0.2785380756329745,-5.0744078,10.528659411684242,-41.03414,9.55276,50.5869,11.687697956738443,-3.6640786,7.294901832860675,-28.39886,11.87228,40.27114,8.163397867190598,-7.176625399999999,7.409260794820954,-31.786579999999997,9.40016,41.18674,10.315090773114699,-7800.6613499999985,1579.947468391727,-10387.35,-4857.57,5529.780000000001,7959.0546863469435,-45443.17845000001,1767.0219705236689,-48367.035,-43069.814999999995,5297.220000000008,45477.520098207395,-33235.03395000001,2622.3834068258684,-37454.49,-30205.62,7248.869999999999,33338.331937726696,-16238.0196,2441.218146969631,-20221.965,-12954.87,7267.094999999999,16420.500192475196,-69606.41129999999,42037.009396182286,-139989.10499999998,-22619.205,117369.89999999998,81315.20554631518,-63945.884699999995,1008.0937498702239,-65203.11,-62205.03,2998.0800000000017,63953.830401894,-66996.7263,6352.637949602577,-76468.23,-58980.465,17487.765,67297.23132370188,-6148.648800000001,745.7923643324326,-7435.575,-4868.37,2567.205,6193.71361272363,0.9930813492375193,0.01741833427331199,1.0497663861831221,12.960914797528526,11.902064255195485,49.94536922327435,-309414.56444999995,1,swing_down
0.05212755210000001,0.07426493854399757,-0.069152655,0.178283235,0.24743589,0.0907334711387256,-0.9484625377500002,0.030902655646852652,-1.02807354,-0.901547985,0.12652555500000007,0.9489658369199591,0.26666130464999993,0.06449483310898091,0.165099675,0.3820791,0.216979425,0.2743498403414797,-6.736526999999999,11.5025844015492,-43.6436,9.62906,53.27266,13.330050410125686,-4.5532788,7.050521894666136,-28.39886,6.42446,34.823319999999995,8.392985572351234,-7.803964,9.639099763788733,-37.63116,9.40016,47.03132,12.40218119403067,-7733.864249999998,1591.8570885555926,-10383.165,-4858.5599999999995,5524.605000000001,7895.990452616616,-45531.15705,1777.0713339115146,-48368.295,-43072.605,5295.689999999995,45565.823210357725,-33363.2538,2641.304594803685,-37454.49,-30209.67,7244.82,33467.643987674805,-16348.071150000002,2458.535089337536,-20206.17,-12960.495,7245.674999999997,16531.903251318832,-69196.40324999999,43186.408204277424,-139989.10499999998,-22589.955,117399.14999999998,81567.19975776471,-63943.37010000001,1014.9396983291615,-65198.43,-62208.99,2989.4400000000023,63951.42439646531,-66620.78640000001,6334.648317250654,-76438.89,-58987.935,17450.955,66921.2742695301,-6154.281900000002,764.5217602007086,-7435.844999999999,-4868.82,2567.0249999999996,6201.586831326962,0.991790007086187,0.01972661059220304,1.0497663861831221,14.87306546921279,13.4439009469821,49.94536922327435,-308891.1879,1,swing_down
0.04955248544999999,0.07403112488794718,-0.069152655,0.1782222,0.247374855,0.0890845456094787,-0.9465869322,0.02810775226420026,-1.02807354,-0.901547985,0.12652555500000007,0.9470041530791473,0.26731987230000004,0.06771139856900456,0.153625095,0.3820791,0.22845400500000002,0.27576212144284595,-6.0606615999999995,9.783118452070662,-43.6436,10.59044,54.23404,11.508302467217309,-5.014283399999999,6.4289201332584955,-28.39886,3.6013599999999997,32.00022,8.15316209181027,-8.4325234,11.322237412170814,-37.63116,9.40016,47.03132,14.117383288311897,-7771.6997999999985,1580.1483517700035,-10392.345,-4864.635,5527.709999999999,7930.711607095639,-45479.32064999999,1778.7100803019664,-48374.955,-43072.605,5302.3499999999985,45514.09030547886,-33282.855899999995,2643.312851636122,-37466.28,-30209.67,7256.610000000001,33387.65639711463,-16282.3428,2460.951898824144,-20171.25,-12963.96,7207.290000000001,16467.26969795048,-70167.78090000001,42590.33260594751,-139987.97999999998,-22547.745,117440.23499999999,82081.99502884687,-63953.24489999999,1014.585505931851,-65208.285,-62208.99,2999.2950000000055,63961.29233363115,-66831.8094,6382.545811768815,-76423.14,-58997.024999999994,17426.115000000005,67135.88934926873,-6146.8209,746.7265620772372,-7435.844999999999,-4875.48,2560.365,6192.011606512741,0.9902080083181829,0.016904736046342964,1.0497663861831221,15.028030556449844,13.12912359130684,49.94536922327435,-309915.8752499999,1,swing_down
0.048895748850000004,0.07464979382512041,-0.069152655,0.17810013,0.24725278499999997,0.08923780574249492,-0.9433130148000001,0.02951132959113234,-1.023495915,-0.79186809,0.231627825,0.9437745294641625,0.26357293365000006,0.06937761216438319,0.119689635,0.3820791,0.262389465,0.27255081071700904,-4.550684599999999,9.103599379604468,-38.04318,21.86758,59.910759999999996,10.177634891909417,-5.577224799999999,6.841199596901771,-26.75078,4.37962,31.130399999999998,8.826519608225203,-8.5752044,11.93292362760127,-37.63116,16.38924,54.0204,14.694515875112865,-7821.26775,1594.229683970502,-10397.115,-4864.635,5532.48,7982.092301047561,-45456.18525000001,1753.8049119611874,-48381.48,-43087.23,5294.25,45490.00559630144,-33248.58975,2614.9754355968025,-37474.244999999995,-30221.64,7252.604999999996,33351.26409737088,-16262.2953,2425.428156112217,-20148.345,-12978.99,7169.355000000001,16442.16987398148,-69809.51295,42365.42255597678,-140028.38999999998,-22522.545,117505.84499999999,81659.0296701025,-63960.68520000001,1011.0693081218318,-65211.48,-62216.55,2994.9300000000003,63968.67602506187,-67005.77535000001,6411.945429015957,-76410.315,-59011.47,17398.845,67311.86354900114,-6133.172400000001,737.899750836616,-7433.145,-4875.48,2557.665000000001,6177.402344870091,0.9861034190329366,0.023616516108186873,1.0443084522557688,15.670369538548941,12.323149585907712,42.813702500288386,-309697.48395,1,swing_down
0.044305916849999995,0.07212124895748344,-0.07482891,0.16650348,0.24133239,0.08464330345104934,-0.9302026968,0.058854563677987554,-1.02197004,-0.52758654,0.4943835,0.932062721494492,0.26111688524999993,0.0719661142733244,0.071471985,0.3820791,0.310607115,0.2708526340397354,-2.4495352,10.270292106472969,-31.313519999999997,32.45802,63.771539999999995,10.55836742343815,-4.8584788,10.089243321200184,-32.36646,44.89492,77.26138,11.198109083431541,-6.6797598,14.234021809045394,-37.50908,58.674699999999994,96.18377999999998,15.723440076715908,-7805.555549999997,1581.97438334173,-10397.115,-4867.0199999999995,5530.095,7964.253913185167,-45406.67985,1733.8274222219256,-48381.48,-43078.86,5302.620000000003,45439.77038377774,-33180.5691,2577.653730791083,-37478.97,-30213.765,7265.205000000002,33280.54183086171,-16183.359900000003,2395.8851822142874,-20163.825,-12979.17,7184.655000000001,16359.749492558925,-70732.25145,42326.81931327042,-140033.745,-22492.53,117541.215,82429.43059589984,-63917.44919999999,1015.1379824232565,-65228.715,-62219.204999999994,3009.510000000002,63925.509910816814,-66981.3021,6336.257266813912,-76391.955,-59029.425,17362.53,67280.3313544361,-6123.04785,748.8332014985896,-7430.67,-4858.74,2571.9300000000003,6168.668100737487,0.9723971296230839,0.06091286634099222,1.0637767650126817,17.215626161435942,13.701297508211045,80.69570821435796,-310330.215,1,swing_down
0.01909235835,0.10049346105972051,-0.373229025,0.159972735,0.53320176,0.10229102533031124,-0.8924610942,0.1346908988521921,-1.02197004,-0.079650675,0.942319365,0.9025676943555386,0.24549802874999999,0.08439461511945033,-0.08935524,0.3820791,0.47143434,0.25959917792877535,-2.4960782000000004,24.312312864360244,-171.1409,52.55544,223.69634,24.44010972142007,-3.2947866,17.55147753093717,-40.19484,100.88386,141.0787,17.85805090872271,10.2006996,61.70568585213216,-36.60874,293.00726,329.616,62.54315261330743,-7811.62695,1580.2392784059466,-10427.985,-4867.0199999999995,5560.965000000001,7969.860211006418,-45402.20685000002,1728.8913030927733,-48410.865,-43063.74,5347.125,45435.11254512414,-33178.96170000001,2572.799802996943,-37504.53,-30203.1,7301.43,33278.563645631824,-16179.578549999998,2393.750462812727,-20179.53,-12945.42,7234.109999999999,16355.696357350127,-71302.17329999998,42620.69967573976,-140033.745,-22457.43,117576.315,83069.39242677073,-63901.00125000001,1019.538712196691,-65228.715,-62220.105,3008.6099999999933,63909.13408847103,-66930.23879999999,6302.6249791382215,-76378.455,-59066.189999999995,17312.265000000007,67226.33373502293,-6103.44675,753.0126179073544,-7430.67,-4808.474999999999,2622.1950000000006,6149.722776907366,0.9370607700122678,0.12000309680466864,1.0637767650126817,35.47338698043339,59.74540735823521,309.8904927574532,-310809.23415,1,swing_down
-0.045583989750000005,0.1603710220789461,-0.60632169,0.140807745,0.7471294350000001,0.16672361813544573,-0.8091116982,0.23756059800206272,-0.999936405,0.183166035,1.18310244,0.8432655441124022,0.21515447850000002,0.1131743467000662,-0.166564515,0.3820791,0.548643615,0.24310467368932612,0.616656599999999,46.87204511746925,-171.1409,214.21988,385.36078,46.876101361529585,2.1498288,30.9822752377885,-75.50648,168.57721999999998,244.08369999999996,31.056772897057286,51.94504,129.63808869811845,-36.60874,500.02442,536.63316,139.65787203699918,-7888.500000000001,1619.1121805711919,-10458.81,-4869.764999999999,5589.045,8052.947069444453,-45456.57360000001,1763.7025969143838,-48410.865,-43063.74,5347.125,45490.77632116844,-33259.020749999996,2634.3244455052773,-37504.53,-30203.1,7301.43,33363.18519765637,-16275.8223,2443.7828532212534,-20189.34,-12945.42,7243.92,16458.26437310069,-68872.2705,41221.76670308655,-139986.9,-22446.045,117540.855,80265.95600844025,-63967.10085000001,996.0467911092469,-65224.125,-62217.855,3006.269999999997,63974.8552195638,-66989.1258,6387.356365028913,-76365.495,-59090.939999999995,17274.555,67292.95131573663,-6145.596900000001,748.1887947850395,-7434.27,-4781.745,2652.5250000000005,6190.973084251901,0.877322547675236,0.16822179538212778,1.0238937244512702,79.10102297295853,128.09856130406035,569.5022885700103,-308854.0107,1,swing_down
-0.14689842764999997,0.22901276905359325,-0.960996075,0.140807745,1.10180382,0.27207718837792466,-0.61447901775,0.42403655988052147,-0.975400335,0.79858194,1.773982275,0.746586543791349,0.1483467882,0.16254582213542765,-0.26599053,0.3820791,0.64806963,0.22006343145315566,-6.2826946,93.4476235439797,-500.03968,261.92264,761.96232,93.65858528428785,27.6912538,89.76989463635324,-153.9734,497.6285999999999,651.6019999999999,93.94381044027317,131.401571,185.9375061693693,-31.786579999999997,500.02442,531.811,227.68207892092053,-8019.6525,1592.6416546379003,-10962.765,-4875.4349999999995,6087.33,8176.266486657831,-45480.548700000014,1736.1288355228164,-48410.865,-43063.74,5347.125,45513.67325745754,-33297.492150000005,2599.4827470671216,-37484.369999999995,-30203.1,7281.269999999997,33398.80677556626,-16306.2765,2412.1915395081605,-20189.34,-12945.42,7243.92,16483.728987026174,-68562.08819999998,41541.48133007873,-139546.53,-22446.045,117100.485,80165.17080030366,-63944.91,1010.0309445336314,-65224.125,-62217.855,3006.269999999997,63952.88638847363,-66788.38979999999,6392.985556106355,-76337.09999999999,-59116.59,17220.509999999995,67093.66047844854,-6137.9676,767.046337572731,-7446.375,-4765.815,2680.5600000000004,6185.709849534934,0.7997436340089286,0.20063772708810018,1.0381885464010518,166.22716464732883,204.46278124038693,852.7757696309009,-308537.32545,1,swing_down
-0.33348730545000005,0.3807491592327366,-1.99999488,0.135558735,2.135553615,0.5061459326644218,-0.32311562790000004,0.5567494188881744,-0.97057857,0.97314204,1.9437206100000002,0.6437185910205881,0.06234542145000001,0.19879297791644107,-0.37902735,0.3820791,0.76110645,0.20834010570378605,-52.1475402,172.52722294547266,-500.03968,261.92264,761.96232,180.2359803318623,78.7289342,135.41467925793748,-153.9734,497.6285999999999,651.6019999999999,156.6377363179065,243.2086916,217.91876317183846,-19.67014,500.02442,519.69456,326.5563580947824,-8235.872549999998,1527.0718198405887,-10962.765,-4892.804999999999,6069.96,8376.24886227688,-45485.975249999996,1738.6533730612286,-48377.61,-43066.395,5311.215000000004,45519.19221597929,-33297.939450000005,2601.294127250021,-37478.97,-30190.59,7288.380000000001,33399.39374827531,-16304.431049999997,2418.569481257391,-20189.34,-12927.825,7261.514999999999,16482.83805052618,-68407.73144999999,41317.734774404096,-139337.235,-22480.515,116856.71999999999,79917.28804847748,-63962.879400000005,978.0562694454956,-65224.125,-62217.855,3006.269999999997,63970.35669124525,-66848.92920000001,6303.264302240932,-76305.825,-59141.34,17164.485,67145.44270500059,-6151.501800000001,756.8330873642218,-7496.46,-4765.815,2730.6450000000004,6197.88437432746,0.7934025759442423,0.290646317210409,2.040604507006257,301.0387033209817,270.2501492320313,852.7757696309009,-308695.26015,1,swing_down
-0.574522455,0.5602916927559841,-1.99999488,0.11767548,2.11767036,0.8024978705707531,-0.141320439,0.5658761623269265,-0.91198497,1.047055425,1.959040395,0.5832557737125308,-0.0013879359000000047,0.22870546625177976,-0.57556005,0.3820791,0.95763915,0.22870967766910621,-144.7699414,213.82303753472408,-500.03968,205.36908,705.40876,258.2220504014626,132.8160204,153.3597299129469,-153.9734,500.02442,653.99782,202.87755428796265,334.35072020000007,209.9231128325341,-11.39922,500.02442,511.42364000000003,394.78869968574276,-8438.992199999999,1412.62685045084,-10962.765,-4947.929999999999,6014.835,8556.4071881997,-45565.879499999995,1695.2710551327036,-48411.855,-43066.395,5345.460000000006,45597.40473490668,-33352.51545,2540.920437964961,-37492.11,-30190.59,7301.52,33449.1638686912,-16351.922250000001,2352.623996578435,-20179.89,-12927.825,7252.064999999999,16520.296635936105,-70405.06680000002,42642.84428383389,-141839.505,-21765.87,120073.63500000001,82312.12304228198,-64044.62954999999,942.9155350648048,-65287.89,-62238.915,3048.9749999999985,64051.57034689313,-66929.30505,6280.455225978587,-76260.105,-59169.645,17090.46,67223.32922670133,-6138.4923,767.0687681040793,-7640.865,-4765.815,2875.05,6186.233281420932,0.9066092738818535,0.4632039194680033,2.204990065667316,427.7256569499959,284.15983026046223,866.0765109198928,-311226.80309999996,1,swing_down
